idx,weekend_worday,week_day,Row Labels,Host Name,Instance Name,AAS,AAS_N,CPU Utilization (%),DB CPU,IOPS,IOWAIT_TIME,Memory Utilization (%),PGA Total (MB),processes
4111,2,5,2023/1/5 19:45,dokopra2dbc21lp,KOPRADC2,1.22,0.169590643,9.37,1048400362,230453,2840,72.78,7068.77,710
4112,2,5,2023/1/5 20:00,dokopra2dbc21lp,KOPRADC2,1.21,0.168128655,9.16,1032776703,218969,1680,72.75,7173.76,734
4113,2,5,2023/1/5 20:15,dokopra2dbc21lp,KOPRADC2,1.19,0.165204678,9.08,1015773169,198417,2090,72.77,7006.86,709
4114,2,5,2023/1/5 20:30,dokopra2dbc21lp,KOPRADC2,0.22,0.023391813,3.09,164826138,87673,3430,72.94,7121.4,778
4115,2,5,2023/1/5 20:45,dokopra2dbc21lp,KOPRADC2,0.81,0.109649123,6.69,677175802,159899,2350,72.95,7144.54,739
4116,2,5,2023/1/5 21:00,dokopra2dbc21lp,KOPRADC2,0.39,0.048245614,4.25,309779436,113926,2930,72.97,7134.89,786
4117,2,5,2023/1/5 21:15,dokopra2dbc21lp,KOPRADC2,0.43,0.054093567,4.42,356973659,116634,1890,72.83,7046.61,753
4118,2,5,2023/1/5 21:30,dokopra2dbc21lp,KOPRADC2,1.06,0.14619883,8.48,863635673,153884,2100,72.71,6924.57,690
4119,2,5,2023/1/5 21:45,dokopra2dbc21lp,KOPRADC2,1.08,0.149122807,8.4,921804153,177644,1600,72.58,6748.17,705
4120,2,5,2023/1/5 22:00,dokopra2dbc21lp,KOPRADC2,0.46,0.058479532,4.7,382400965,112159,2630,72.84,6903.58,736
4121,2,5,2023/1/5 22:15,dokopra2dbc21lp,KOPRADC2,0.55,0.071637427,5.99,453574184,253287,3060,72.81,6935.99,766
4122,2,5,2023/1/5 22:30,dokopra2dbc21lp,KOPRADC2,0.9,0.122807018,6.91,694575744,256487,5220,72.88,7042.24,755
4123,2,5,2023/1/5 22:45,dokopra2dbc21lp,KOPRADC2,0.38,0.046783626,4.04,299799781,111495,2370,72.92,7054.72,768
4124,2,5,2023/1/5 23:00,dokopra2dbc21lp,KOPRADC2,0.62,0.081871345,5.83,530612221,130070,2100,72.78,6895.78,737
4125,2,5,2023/1/5 23:15,dokopra2dbc21lp,KOPRADC2,0.16,0.014619883,3.49,119764955,66891,2900,72.81,6924.02,755
4126,2,5,2023/1/5 23:30,dokopra2dbc21lp,KOPRADC2,0.21,0.021929825,3.11,171052980,63509,1690,73.08,7252.16,761
4127,2,5,2023/1/5 23:45,dokopra2dbc21lp,KOPRADC2,0.62,0.081871345,5.68,535891082,110468,1620,72.83,6918.31,758
4128,2,6,2023/1/6 0:00,dokopra2dbc21lp,KOPRADC2,0.37,0.045321637,4.19,320587179,80480,1650,72.8,6906.19,758
4129,2,6,2023/1/6 0:15,dokopra2dbc21lp,KOPRADC2,0.12,0.00877193,2.52,96079350,28507,1830,72.76,6896.08,743
4130,2,6,2023/1/6 0:30,dokopra2dbc21lp,KOPRADC2,0.12,0.00877193,2.5,79540088,25550,1460,72.87,6971.35,768
4131,2,6,2023/1/6 0:45,dokopra2dbc21lp,KOPRADC2,0.11,0.007309942,2.52,91425764,27130,1700,72.9,7058.55,770
4132,2,6,2023/1/6 1:00,dokopra2dbc21lp,KOPRADC2,0.08,0.002923977,2.34,66088731,24619,1400,72.86,7028.48,768
4133,2,6,2023/1/6 1:15,dokopra2dbc21lp,KOPRADC2,0.13,0.010233918,2.66,107700382,32349,1940,72.94,7050.35,793
4134,2,6,2023/1/6 1:30,dokopra2dbc21lp,KOPRADC2,0.1,0.005847953,2.42,76121416,30062,1620,72.78,6912.97,741
4135,2,6,2023/1/6 1:45,dokopra2dbc21lp,KOPRADC2,0.1,0.005847953,2.38,78185775,22957,1850,72.65,6813.43,708
4136,2,6,2023/1/6 2:00,dokopra2dbc21lp,KOPRADC2,0.12,0.00877193,2.55,94584776,26734,1590,72.8,6938.58,749
4137,2,6,2023/1/6 2:15,dokopra2dbc21lp,KOPRADC2,0.08,0.002923977,2.3,64763169,23458,1820,72.79,6933.55,744
4138,2,6,2023/1/6 2:30,dokopra2dbc21lp,KOPRADC2,0.11,0.007309942,2.53,89371580,27124,2120,72.81,6907.09,754
4139,2,6,2023/1/6 2:45,dokopra2dbc21lp,KOPRADC2,0.11,0.007309942,2.51,91626241,26474,1700,72.92,6995.48,784
4140,2,6,2023/1/6 3:00,dokopra2dbc21lp,KOPRADC2,0.14,0.011695906,2.65,106911835,30124,1760,72.87,6984.75,772
4141,2,6,2023/1/6 3:15,dokopra2dbc21lp,KOPRADC2,0.09,0.004385965,2.4,67531548,22741,2380,72.8,6909.86,741
4142,2,6,2023/1/6 3:30,dokopra2dbc21lp,KOPRADC2,0.1,0.005847953,2.49,77565936,29130,1420,72.84,7130.62,752
4143,2,6,2023/1/6 3:45,dokopra2dbc21lp,KOPRADC2,0.12,0.00877193,2.59,98064844,25526,1700,72.72,6852.28,721
4144,2,6,2023/1/6 4:00,dokopra2dbc21lp,KOPRADC2,0.11,0.007309942,2.53,92546057,26044,1450,73.07,7195.03,786
4145,2,6,2023/1/6 4:15,dokopra2dbc21lp,KOPRADC2,0.15,0.013157895,2.61,104641628,31043,1860,72.93,7008.17,781
4146,2,6,2023/1/6 4:30,dokopra2dbc21lp,KOPRADC2,0.11,0.007309942,2.54,90714150,25923,1570,72.78,6897.15,736
4147,2,6,2023/1/6 4:45,dokopra2dbc21lp,KOPRADC2,0.08,0.002923977,2.29,61135689,22713,1510,72.95,7025.17,780
4148,2,6,2023/1/6 5:00,dokopra2dbc21lp,KOPRADC2,0.15,0.013157895,2.71,113797956,38826,2140,72.86,6988.6,754
4149,2,6,2023/1/6 5:15,dokopra2dbc21lp,KOPRADC2,0.11,0.007309942,3.16,94497863,30036,1880,72.84,6928.05,750
4150,2,6,2023/1/6 5:30,dokopra2dbc21lp,KOPRADC2,0.11,0.007309942,2.44,85802769,26924,1380,72.91,6957.96,755
4151,2,6,2023/1/6 5:45,dokopra2dbc21lp,KOPRADC2,0.12,0.00877193,2.56,86673290,31195,1590,72.87,6945.4,750
4152,2,6,2023/1/6 6:00,dokopra2dbc21lp,KOPRADC2,0.11,0.007309942,2.36,73813152,23621,1550,72.86,6962.3,749
4153,2,6,2023/1/6 6:15,dokopra2dbc21lp,KOPRADC2,0.16,0.014619883,2.78,121399334,56223,1690,72.83,6910.88,744
4154,2,6,2023/1/6 6:30,dokopra2dbc21lp,KOPRADC2,0.14,0.011695906,2.63,110430563,35919,1780,72.9,6985.62,761
4155,2,6,2023/1/6 6:45,dokopra2dbc21lp,KOPRADC2,0.11,0.007309942,2.58,92205288,30694,1660,72.96,7020.48,772
4156,2,6,2023/1/6 7:00,dokopra2dbc21lp,KOPRADC2,0.12,0.00877193,2.56,96009382,27265,1370,73.05,7106.65,778
4157,2,6,2023/1/6 7:15,dokopra2dbc21lp,KOPRADC2,0.14,0.011695906,2.85,108549735,44666,1700,72.9,7008.04,749
4158,2,6,2023/1/6 7:30,dokopra2dbc21lp,KOPRADC2,0.16,0.014619883,2.74,124393240,56230,1460,72.82,6914.9,718
4159,2,6,2023/1/6 7:45,dokopra2dbc21lp,KOPRADC2,0.17,0.016081871,2.94,140679728,45651,1670,73.02,7094.06,780
4160,1,6,2023/1/6 8:00,dokopra2dbc21lp,KOPRADC2,0.3,0.035087719,3.49,221861613,180294,3130,73.05,7308.4,782
4161,1,6,2023/1/6 8:15,dokopra2dbc21lp,KOPRADC2,0.22,0.023391813,3.27,176453790,76483,1620,73,7128.15,767
4162,1,6,2023/1/6 8:30,dokopra2dbc21lp,KOPRADC2,0.21,0.021929825,3.24,164986561,60721,1420,73.03,7125.11,779
4163,1,6,2023/1/6 8:45,dokopra2dbc21lp,KOPRADC2,0.23,0.024853801,3.29,178651555,57833,1950,72.95,7144.67,776
4164,1,6,2023/1/6 9:00,dokopra2dbc21lp,KOPRADC2,0.47,0.05994152,4.44,359267905,74671,1900,72.88,7096.58,748
4165,1,6,2023/1/6 9:15,dokopra2dbc21lp,KOPRADC2,0.69,0.092105263,5.68,517078320,115310,1910,72.84,7045.71,739
4166,1,6,2023/1/6 9:30,dokopra2dbc21lp,KOPRADC2,0.84,0.114035088,6.21,608410719,131129,1970,72.94,7085.65,767
4167,1,6,2023/1/6 9:45,dokopra2dbc21lp,KOPRADC2,0.3,0.035087719,3.65,234837218,100121,1880,72.98,7115.86,782
4168,1,6,2023/1/6 10:00,dokopra2dbc21lp,KOPRADC2,0.28,0.032163743,3.5,225970477,84654,1440,72.96,7125.21,775
4169,1,6,2023/1/6 10:15,dokopra2dbc21lp,KOPRADC2,0.24,0.026315789,3.39,183148872,186783,2580,72.9,7076.84,763
4170,1,6,2023/1/6 10:30,dokopra2dbc21lp,KOPRADC2,0.29,0.033625731,3.23,187162537,256752,4340,72.93,7099.86,762
4171,1,6,2023/1/6 10:45,dokopra2dbc21lp,KOPRADC2,0.3,0.035087719,3.66,228803948,167330,3160,72.87,7042.63,745
4172,1,6,2023/1/6 11:00,dokopra2dbc21lp,KOPRADC2,0.3,0.035087719,3.51,224422710,103064,1530,72.94,7118.21,761
4173,1,6,2023/1/6 11:15,dokopra2dbc21lp,KOPRADC2,0.28,0.032163743,4.3,219072768,101690,3620,73.02,7230.29,773
4174,1,6,2023/1/6 11:30,dokopra2dbc21lp,KOPRADC2,0.32,0.038011696,3.54,229950762,116375,1880,72.94,7095.51,756
4175,1,6,2023/1/6 11:45,dokopra2dbc21lp,KOPRADC2,0.26,0.029239766,3.46,204631800,88049,3160,73.07,7296.32,769
4176,1,6,2023/1/6 12:00,dokopra2dbc21lp,KOPRADC2,0.23,0.024853801,3.1,173463433,65889,1940,72.97,7147.69,767
4177,1,6,2023/1/6 12:15,dokopra2dbc21lp,KOPRADC2,0.22,0.023391813,3.18,177213833,55719,1920,72.95,7127.09,764
4178,1,6,2023/1/6 12:30,dokopra2dbc21lp,KOPRADC2,0.25,0.027777778,3.42,207026990,74263,2470,73.01,7182.29,773
4179,1,6,2023/1/6 12:45,dokopra2dbc21lp,KOPRADC2,0.19,0.019005848,2.98,150682678,52701,1650,72.99,7170.77,771
4180,1,6,2023/1/6 13:00,dokopra2dbc21lp,KOPRADC2,0.25,0.027777778,3.25,183818006,97175,2580,72.94,7131.75,761
4181,1,6,2023/1/6 13:15,dokopra2dbc21lp,KOPRADC2,0.25,0.027777778,3.41,192138010,70713,1830,72.86,7087.65,748
4182,1,6,2023/1/6 13:30,dokopra2dbc21lp,KOPRADC2,0.24,0.026315789,3.3,185807121,94753,3380,73.12,7384.19,777
4183,1,6,2023/1/6 13:45,dokopra2dbc21lp,KOPRADC2,0.49,0.062865497,4.62,368014428,111423,1970,72.87,7066.13,744
4184,1,6,2023/1/6 14:00,dokopra2dbc21lp,KOPRADC2,0.3,0.035087719,3.66,233003849,106325,2810,72.96,7126.73,764
4185,1,6,2023/1/6 14:15,dokopra2dbc21lp,KOPRADC2,0.34,0.040935673,3.92,277996278,79940,1800,72.93,7123.32,758
4186,1,6,2023/1/6 14:30,dokopra2dbc21lp,KOPRADC2,0.27,0.030701754,3.46,210424927,89469,1910,73.04,7176.43,769
4187,1,6,2023/1/6 14:45,dokopra2dbc21lp,KOPRADC2,0.3,0.035087719,3.61,239140306,87156,1670,73.01,7192.19,772
4188,1,6,2023/1/6 15:00,dokopra2dbc21lp,KOPRADC2,0.34,0.040935673,3.83,260956275,102222,2850,72.98,7167.36,753
4189,1,6,2023/1/6 15:15,dokopra2dbc21lp,KOPRADC2,0.26,0.029239766,3.45,212260475,104031,2020,72.87,7028.11,740
4190,1,6,2023/1/6 15:30,dokopra2dbc21lp,KOPRADC2,0.28,0.032163743,3.52,215598943,106070,2890,73.04,7356.52,762
4191,1,6,2023/1/6 15:45,dokopra2dbc21lp,KOPRADC2,0.49,0.062865497,4.54,371471763,81099,2220,72.98,7135.49,766
4192,1,6,2023/1/6 16:00,dokopra2dbc21lp,KOPRADC2,1.46,0.204678363,9.51,1073553707,172540,3870,73.04,7202.59,778
4193,1,6,2023/1/6 16:15,dokopra2dbc21lp,KOPRADC2,0.27,0.030701754,3.52,222550244,60324,1830,72.91,7070.89,744
4194,1,6,2023/1/6 16:30,dokopra2dbc21lp,KOPRADC2,0.22,0.023391813,3.84,159309758,75965,3000,72.97,7172.78,750
4195,1,6,2023/1/6 16:45,dokopra2dbc21lp,KOPRADC2,0.25,0.027777778,3.26,191812785,86581,1700,72.95,7127.45,739
4196,1,6,2023/1/6 17:00,dokopra2dbc21lp,KOPRADC2,0.26,0.029239766,3.35,195553007,132134,2710,73.02,7211.81,764
4197,1,6,2023/1/6 17:15,dokopra2dbc21lp,KOPRADC2,0.21,0.021929825,3.77,175626565,65463,2080,73.07,7237.87,775
4198,1,6,2023/1/6 17:30,dokopra2dbc21lp,KOPRADC2,0.26,0.029239766,3.3,184353088,82593,3050,73.09,7180.48,785
4199,1,6,2023/1/6 17:45,dokopra2dbc21lp,KOPRADC2,0.21,0.021929825,3.09,171781540,57246,1770,72.89,7027.21,736
4200,2,6,2023/1/6 18:00,dokopra2dbc21lp,KOPRADC2,0.21,0.021929825,3.09,160868714,78647,2880,72.84,7266.82,724
4201,2,6,2023/1/6 18:15,dokopra2dbc21lp,KOPRADC2,0.19,0.019005848,2.97,152518460,47845,2210,72.93,7078,748
4202,2,6,2023/1/6 18:30,dokopra2dbc21lp,KOPRADC2,0.2,0.020467836,3.01,153003190,66115,2680,72.82,6988.44,716
4203,2,6,2023/1/6 18:45,dokopra2dbc21lp,KOPRADC2,0.76,0.102339181,5.82,573116039,79273,1760,73,7102.06,759
4204,2,6,2023/1/6 19:00,dokopra2dbc21lp,KOPRADC2,0.32,0.038011696,3.71,245492380,82831,2770,73.01,7092.8,768
4205,2,6,2023/1/6 19:15,dokopra2dbc21lp,KOPRADC2,0.14,0.011695906,2.72,106568643,43559,1540,73,7093.97,759
4206,2,6,2023/1/6 19:30,dokopra2dbc21lp,KOPRADC2,0.17,0.016081871,2.82,124956832,66253,1650,72.95,7060.2,751
4207,2,6,2023/1/6 19:45,dokopra2dbc21lp,KOPRADC2,0.13,0.010233918,2.51,91975976,43014,1470,72.96,7076.56,746
4208,2,6,2023/1/6 20:00,dokopra2dbc21lp,KOPRADC2,0.15,0.013157895,2.74,116349516,43047,1480,73.02,7078.16,762
4209,2,6,2023/1/6 20:15,dokopra2dbc21lp,KOPRADC2,0.16,0.014619883,2.78,126726446,37043,1620,73.03,7086.95,771
4210,2,6,2023/1/6 20:30,dokopra2dbc21lp,KOPRADC2,0.16,0.014619883,2.83,123894742,57176,1810,73.06,7123.4,765
4211,2,6,2023/1/6 20:45,dokopra2dbc21lp,KOPRADC2,0.16,0.014619883,2.8,127945520,38492,1630,72.97,7038.08,753
4212,2,6,2023/1/6 21:00,dokopra2dbc21lp,KOPRADC2,0.18,0.01754386,2.98,142647202,62068,1560,72.96,7023.7,735
4213,2,6,2023/1/6 21:15,dokopra2dbc21lp,KOPRADC2,0.12,0.00877193,2.6,95951077,54754,1890,72.96,7068.81,742
4214,2,6,2023/1/6 21:30,dokopra2dbc21lp,KOPRADC2,0.13,0.010233918,2.55,97817488,45914,2200,72.95,7005.8,744
4215,2,6,2023/1/6 21:45,dokopra2dbc21lp,KOPRADC2,0.1,0.005847953,2.49,79865326,30061,1640,73,7061.04,751
4216,2,6,2023/1/6 22:00,dokopra2dbc21lp,KOPRADC2,0.15,0.013157895,2.6,99538190,50837,1370,73.03,7236.82,755
4217,2,6,2023/1/6 22:15,dokopra2dbc21lp,KOPRADC2,0.29,0.033625731,3.94,134510783,339850,8050,72.88,6940.51,735
4218,2,6,2023/1/6 22:30,dokopra2dbc21lp,KOPRADC2,0.22,0.023391813,2.73,119919586,119190,2920,72.97,6988.21,759
4219,2,6,2023/1/6 22:45,dokopra2dbc21lp,KOPRADC2,0.14,0.011695906,2.65,104764283,51556,3660,72.93,6959.96,745
4220,2,6,2023/1/6 23:00,dokopra2dbc21lp,KOPRADC2,0.13,0.010233918,2.72,101266591,36021,1720,72.8,6881.67,703
4221,2,6,2023/1/6 23:15,dokopra2dbc21lp,KOPRADC2,0.15,0.013157895,3.47,122732661,42041,2460,72.92,6949.14,742
4222,2,6,2023/1/6 23:30,dokopra2dbc21lp,KOPRADC2,0.15,0.013157895,2.65,113688547,27749,1640,72.9,6985.53,744
4223,2,6,2023/1/6 23:45,dokopra2dbc21lp,KOPRADC2,0.15,0.013157895,2.78,121660881,30357,1650,72.9,6975.66,749
,,,,,,,,,,,,73.12,,
